путь,категории_ПДн,количество_находок,УЗ,формат_файла
/home/termit/dataset/Прочее/CVDrKased.pdf,Email:4,4,4,pdf
/home/termit/dataset/Прочее/Aula_Hispanica_plano_rus_2014-2015.pdf,ФИО:113; Адрес:8,121,3,pdf
/home/termit/dataset/Прочее/mechanical_engg_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1_128-%D0%A0%20%D0%97%D0%B0%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D0%B5%20%D0%A8%D0%9C%D0%91%203.0.pdf,ФИО:58; Адрес:1,59,3,pdf
/home/termit/dataset/Прочее/requisites.pdf,ФИО:32; Телефон:1; Email:1; Дата рождения:1; Адрес:5; ИНН:5; Банковский счёт:5; БИК:5,55,2,pdf
/home/termit/dataset/Прочее/SPO.docx,ФИО:898,898,3,docx
/home/termit/dataset/Прочее/Course%20syllabus%20MODERN%20Computer%20Technologies%202022.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/5487d8240beaf469a1a10ee370749263.pdf,ФИО:1333; Адрес:5,1338,3,pdf
/home/termit/dataset/Прочее/37.04.02.pdf,ФИО:217; Здоровье:1,218,1,pdf
/home/termit/dataset/Прочее/kol_vo_mag.pdf,ФИО:26,26,4,pdf
/home/termit/dataset/Прочее/Prikaz 601.pdf,ФИО:1668; Дата рождения:50; Здоровье:4,1722,1,pdf
/home/termit/dataset/Прочее/42.pdf,ФИО:360; Email:8; Дата рождения:2; Здоровье:3,373,1,pdf
/home/termit/dataset/Прочее/Лицей ЮФУ_ВД_расписание_2024-2025.pdf,ФИО:18,18,4,pdf
/home/termit/dataset/Прочее/bak_lk_2025.pdf,ФИО:16,16,4,pdf
/home/termit/dataset/Прочее/Planes2015_rus.pdf,ФИО:298; Расовая/национальная принадлежность:1,299,1,pdf
/home/termit/dataset/Прочее/44.04.01_177.pdf,ФИО:135; Здоровье:1; Расовая/национальная принадлежность:14,150,1,pdf
/home/termit/dataset/Прочее/Ecosystems.pdf,ФИО:31; Дата рождения:2,33,4,pdf
/home/termit/dataset/Прочее/metod_prof.pdf,ФИО:269; Адрес:1,270,3,pdf
/home/termit/dataset/Прочее/AIC-DSU_CONTENT.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/5.8.2.pdf,ФИО:639; Здоровье:2,641,1,pdf
/home/termit/dataset/Прочее/%D0%A0384.pdf,ФИО:25; Дата рождения:1,26,4,pdf
/home/termit/dataset/Прочее/Entrepreneurship%20in%20Hospitality.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/social2024.pdf,ФИО:181; Дата рождения:2,183,3,pdf
/home/termit/dataset/Прочее/Ukaz Prezidenta 226.rtf,ФИО:1125; Дата рождения:2; Здоровье:5,1132,1,rtf
/home/termit/dataset/Прочее/prikaz_N_1010_1_ot_20.11.2018_.pdf,Дата рождения:22,22,4,pdf
/home/termit/dataset/Прочее/П156-ОД.pdf,ФИО:288; Дата рождения:17,305,3,pdf
/home/termit/dataset/Прочее/2.5.4.pdf,ФИО:237; Здоровье:1,238,1,pdf
/home/termit/dataset/Прочее/5.2.1.pdf,ФИО:268; Дата рождения:2,270,3,pdf
/home/termit/dataset/Прочее/processing__agreement.pdf,ФИО:2729; Телефон:2; Email:1; Дата рождения:50; ИНН:1; Здоровье:1,2784,1,pdf
/home/termit/dataset/Прочее/Vtoroe_informatcionnoe_pis`mo_Kongress_2025.pdf,ФИО:32; Телефон:2; Email:1,35,4,pdf
/home/termit/dataset/Прочее/7l786rg9llt2odfq9u9zmrwunkk3k3q7.pdf,ФИО:102,102,3,pdf
/home/termit/dataset/Прочее/BAKSPEC.docx,ФИО:1233,1233,3,docx
/home/termit/dataset/Прочее/ar_1.pdf,ФИО:615; Телефон:7; Email:1; Дата рождения:1; Адрес:3; Здоровье:1,628,1,pdf
/home/termit/dataset/Прочее/graf.pdf,ФИО:82,82,3,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20sample_Urban%20design%20project%204.%20Renovation%20of%20the%20urban%20environment.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Cod_etica_2023.pdf,Дата рождения:2,2,4,pdf
/home/termit/dataset/Прочее/Government-order_220-notice.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/KCP_mag_2025.pdf,ФИО:163; Здоровье:5; Расовая/национальная принадлежность:3,171,1,pdf
/home/termit/dataset/Прочее/c50dea3311d9c12cf6e941d47f574300.pdf,ФИО:1347; Адрес:5,1352,3,pdf
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1_546-%D1%80.pdf,ФИО:23; Адрес:1,24,4,pdf
/home/termit/dataset/Прочее/osn_el.pdf,ФИО:157; Здоровье:2,159,1,pdf
/home/termit/dataset/Прочее/pfhd_2025_01.pdf,ФИО:345; Телефон:1; Дата рождения:2; ИНН:1,349,3,pdf
/home/termit/dataset/Прочее/47.pdf,Дата рождения:1,1,4,pdf
/home/termit/dataset/Прочее/psih_obr.pdf,ФИО:174,174,3,pdf
/home/termit/dataset/Прочее/pr.doc,ФИО:117,117,3,doc
/home/termit/dataset/Прочее/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F_%D0%93%D0%BE%D1%81%D1%83%D1%81%D0%BB%D1%83%D0%B3%D0%B8.pdf,ФИО:28,28,4,pdf
/home/termit/dataset/Прочее/himiya_ino.pdf,ФИО:79,79,3,pdf
/home/termit/dataset/Прочее/Prot4_17.07.2025.pdf,ФИО:187; Дата рождения:3; СНИЛС:125; Расовая/национальная принадлежность:4,319,1,pdf
/home/termit/dataset/Прочее/report_07112022.pdf,ФИО:2507; Дата рождения:5; Адрес:1; Здоровье:3; Религия/политика:3,2519,1,pdf
/home/termit/dataset/Прочее/CNO_AULA_Hispanica.pdf,ФИО:30; Email:6,36,4,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20sample%20(INTERNATIONAL%20STANDARDS%20FOR%20INTELLECTUAL%20-%20%D0%90%D1%80%D0%B7%D1%83%D0%BC%D0%B0%D0%BD%D1%8F%D0%BD)%20%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/plan-meropriyatij-bgtu-k-80-letiyu-osvobozhdeniya.pdf,ФИО:218; Здоровье:1,219,1,pdf
/home/termit/dataset/Прочее/5.5.1.pdf,ФИО:657; Адрес:6; Здоровье:14; Расовая/национальная принадлежность:2,679,1,pdf
/home/termit/dataset/Прочее/EBBondarevskaia_conference-info.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/Ukaz Prezidenta 378.pdf,ФИО:1201,1201,3,pdf
/home/termit/dataset/Прочее/5.3.1.pdf,ФИО:308; Здоровье:3,311,1,pdf
/home/termit/dataset/Прочее/Sobre_nosotros_2025_compressed.pdf,ФИО:48; Расовая/национальная принадлежность:5,53,1,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20MODERN%20NUMERICAL%20METHODS%20IN%20MATHEMATICAL%20MODELING.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Instr_test_2024.pdf,ФИО:131; Телефон:1; Email:1,133,3,pdf
/home/termit/dataset/Прочее/inf_teh.pdf,ФИО:12,12,4,pdf
/home/termit/dataset/Прочее/5.12.1.pdf,ФИО:412; Адрес:7; Здоровье:10,429,1,pdf
/home/termit/dataset/Прочее/2.1.pdf,ФИО:366; Email:1; Дата рождения:1; Адрес:1; Здоровье:3,372,1,pdf
/home/termit/dataset/Прочее/Protokol_04_02_2021.pdf,ФИО:327; Телефон:1; Email:1; Адрес:1,330,3,pdf
/home/termit/dataset/Прочее/Course%20syllabus_Logical%20Argumentation%20and%20Critical%20Thinking_2022.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20ASPT%20methods.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/sport_podg_ino.pdf,ФИО:205; Дата рождения:5,210,3,pdf
/home/termit/dataset/Прочее/Modern%20technology%20for%20improving%20the%20productivity%20of%20regional%20studies%20communications.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/sved_o_d_j_2015.xls,ФИО:22,22,4,xls
/home/termit/dataset/Прочее/BGP.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Public_Self_Disclosure_DSU.pdf,Email:10,10,4,pdf
/home/termit/dataset/Прочее/03.04.02.pdf,ФИО:298,298,3,pdf
/home/termit/dataset/Прочее/Fundamentals%20of%20Tourism.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Horario_Aula_Hispanica_febrero-abril_2020.doc,ФИО:31; Email:2; Адрес:1; Расовая/национальная принадлежность:5,39,1,doc
/home/termit/dataset/Прочее/SELF_PORTRAIT_english_2025_ONLINE%20%281%29.pdf,Email:5; Дата рождения:1; Банковская карта:3,9,2,pdf
/home/termit/dataset/Прочее/sved_o_d_g_2015.xls,ФИО:26,26,4,xls
/home/termit/dataset/Прочее/5.8.3.pdf,ФИО:618; Здоровье:1,619,1,pdf
/home/termit/dataset/Прочее/Telephone_Directory1.pdf,Email:38,38,4,pdf
/home/termit/dataset/Прочее/Aula%20Hispanica_plano_rus_2016-po-mayo.pdf,ФИО:79; Email:2; Адрес:6,87,3,pdf
/home/termit/dataset/Прочее/vesna_fizfak.docx,ФИО:123,123,3,docx
/home/termit/dataset/Прочее/03-5-01-005.pdf,ФИО:3941; Здоровье:10; Религия/политика:2; Расовая/национальная принадлежность:2,3955,1,pdf
/home/termit/dataset/Прочее/ukaz597_20120507.pdf,ФИО:196,196,3,pdf
/home/termit/dataset/Прочее/CartaInformativaCongreso2025_ru.pdf,ФИО:114; Телефон:1; Email:2; Адрес:1; Расовая/национальная принадлежность:2,120,1,pdf
/home/termit/dataset/Прочее/geolog.pdf,ФИО:193,193,3,pdf
/home/termit/dataset/Прочее/ph.pdf,ФИО:133,133,3,pdf
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1_988-%D1%80%20%D0%9E%D0%B1%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B8%20%D0%A3%D0%9A.pdf,ФИО:101; Email:1; Дата рождения:1; Здоровье:1,104,1,pdf
/home/termit/dataset/Прочее/incidents.json,Телефон:2; Email:4; Банковский счёт:22,28,2,json
/home/termit/dataset/Прочее/Prikaz П1421.pdf,ФИО:111; Здоровье:2,113,1,pdf
/home/termit/dataset/Прочее/%D0%9F%D0%A4%D0%A5%D0%94%202023%20%20%20%D0%B8%D1%81%D1%85%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9%20%D1%81%20%D0%BE%D1%82%D1%82%D0%B8%D1%81%D0%BA%D0%BE%D0%BC.pdf,ФИО:346; Телефон:1; Дата рождения:4; ИНН:1,352,3,pdf
/home/termit/dataset/Прочее/06_gorgorova.pdf,ФИО:122; Email:4; Дата рождения:10,136,3,pdf
/home/termit/dataset/Прочее/Planes2015_anodual_rus.pdf,ФИО:49,49,4,pdf
/home/termit/dataset/Прочее/osn_mat_obr.pdf,ФИО:289; Адрес:2; Здоровье:1,292,1,pdf
/home/termit/dataset/Прочее/2025Правила%20приёма%202025.26.pdf,ФИО:2462; Дата рождения:36; Адрес:1; Здоровье:4; Расовая/национальная принадлежность:33,2536,1,pdf
/home/termit/dataset/Прочее/Заявление.docx,ФИО:13,13,4,docx
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1%D0%9F1429-%D1%80%20%D0%BC%D0%B5%D1%80%D0%BE%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D1%8F%20%D0%A6%D0%B5%D0%BD%D1%82%D1%80%D0%B0%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%B5%D1%82%D0%B5%D0%BD%D1%86%D0%B8%D0%B9.pdf,ФИО:65; Дата рождения:9,74,3,pdf
/home/termit/dataset/Прочее/П47-ОД_МИМДО_03.03.2022.pdf,ФИО:474; Дата рождения:1; Адрес:1,476,3,pdf
/home/termit/dataset/Прочее/2.3.8.pdf,ФИО:126; Дата рождения:14; Здоровье:5,145,1,pdf
/home/termit/dataset/Прочее/otbor_k.pdf,ФИО:155; Телефон:71; Email:110,336,3,pdf
/home/termit/dataset/Прочее/f985xk95uk352rnl7d2guv812ndifv14.pdf,ФИО:1577; Адрес:2,1579,3,pdf
/home/termit/dataset/Прочее/Informatsionnoe-pismo_2024.pdf,ФИО:124; Email:1; Дата рождения:1; Адрес:2; Расовая/национальная принадлежность:1,129,1,pdf
/home/termit/dataset/Прочее/spisok%20finalistov-1%20(1).docx,ФИО:380,380,3,docx
/home/termit/dataset/Прочее/%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD-%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BD%D0%B0-%D0%B2%D1%8B%D0%BF%D1%83%D1%81%D0%BA-%D0%BA%D0%B0%D1%80%D1%82%D1%8B.docx,ФИО:204; Телефон:3,207,3,docx
/home/termit/dataset/Прочее/2.3.4.pdf,ФИО:46,46,4,pdf
/home/termit/dataset/Прочее/BSC_DS_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/pharm_d_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/social2023.pdf,ФИО:188; Дата рождения:2,190,3,pdf
/home/termit/dataset/Прочее/informatika.pdf,ФИО:192; Дата рождения:2,194,3,pdf
/home/termit/dataset/Прочее/spec_ped.pdf,ФИО:186; Расовая/национальная принадлежность:1,187,1,pdf
/home/termit/dataset/Прочее/KCP_bs_2025.pdf,ФИО:153; Здоровье:3; Расовая/национальная принадлежность:4,160,1,pdf
/home/termit/dataset/Прочее/Приказ ЮФУ от 04.06.2021 N 115-ОД.pdf,ФИО:574; Здоровье:2,576,1,pdf
/home/termit/dataset/Прочее/do-market-commentary-global-disclosure.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Реестровая выписка ГА 25.02.25_СПО.pdf,ФИО:645; Дата рождения:12; Адрес:4; ИНН:1; Здоровье:4,666,1,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20sample_Environmental%20problems%20and%20environmental%20pollution.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/geo_ino.pdf,ФИО:400,400,3,pdf
/home/termit/dataset/Прочее/44.04.01_soc_ped.pdf,ФИО:165,165,3,pdf
/home/termit/dataset/Прочее/New%20managerial%20opportunities%20for%20modern%20organization.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/MBA_brochure_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Modern Microscopy.pdf,Email:2; Дата рождения:1,3,4,pdf
/home/termit/dataset/Прочее/arh_komp.pdf,ФИО:119,119,3,pdf
/home/termit/dataset/Прочее/sogl.docx,ФИО:259,259,3,docx
/home/termit/dataset/Прочее/П122-ОД_изменения в ОС_28.04.2023.pdf,ФИО:338; Дата рождения:38; Здоровье:1,377,1,pdf
/home/termit/dataset/Прочее/Course%20Syllabus%20(General%20Pedagogy).pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Carta_ASEM.pdf,Дата рождения:11,11,4,pdf
/home/termit/dataset/Прочее/AICTE_Mandatory_Disclosure_2024_25.pdf,Email:3; Дата рождения:13; Паспорт РФ:1,17,3,pdf
/home/termit/dataset/Прочее/%D0%A0764.pdf,ФИО:25; Дата рождения:1,26,4,pdf
/home/termit/dataset/Прочее/%D0%9F320-%D0%9E%D0%94_%D0%9F%D1%80%D0%BE%D1%84%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_%D0%AE%D0%A4%D0%A3.pdf,ФИО:779; Дата рождения:1,780,3,pdf
/home/termit/dataset/Прочее/Ghidul_Studentului_2023.pdf,Email:1; Дата рождения:3,4,4,pdf
/home/termit/dataset/Прочее/rasp_prezRF.pdf,ФИО:50,50,4,pdf
/home/termit/dataset/Прочее/edvr4ufwv5zh72zrpiplz60e2rtwethf.pdf,ФИО:1764; Дата рождения:5; Адрес:4; Здоровье:1,1774,1,pdf
/home/termit/dataset/Прочее/142_152_Gorgorova.pdf,ФИО:578; Email:2; Дата рождения:9,589,3,pdf
/home/termit/dataset/Прочее/bsc_msc_nursing_2025.pdf,Email:1; Дата рождения:1,2,4,pdf
/home/termit/dataset/Прочее/Координаты для связи с профильными структурными подразделениями_3.pdf,ФИО:191; Телефон:37; Email:66; Адрес:14; СНИЛС:1; Здоровье:3,312,1,pdf
/home/termit/dataset/Прочее/%D0%9F336-%D0%9E%D0%94_05.12.2022_%20%D0%A1%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%20%D0%AE%D0%A4%D0%A3_10.05.04.pdf,ФИО:209,209,3,pdf
/home/termit/dataset/Прочее/5.1.3.pdf,ФИО:143; Дата рождения:1,144,3,pdf
/home/termit/dataset/Прочее/plan_r_kons.doc,ФИО:55,55,3,doc
/home/termit/dataset/Прочее/P248_2022.pdf,ФИО:572; Здоровье:2,574,1,pdf
/home/termit/dataset/Прочее/Building_innovation_Vitoshko.pdf,Телефон:1; Email:1,2,4,pdf
/home/termit/dataset/Прочее/Согласие_ПДн_(map.ncpti.ru).rtf,ФИО:48; Дата рождения:3; ИНН:1,52,3,rtf
/home/termit/dataset/Прочее/ujj532ypug9ufeambtzkzh6kfdqoa6yp.pdf,ФИО:133,133,3,pdf
/home/termit/dataset/Прочее/2.2.13.pdf,ФИО:194,194,3,pdf
/home/termit/dataset/Прочее/Protokol N3 2022.pdf,ФИО:426; Телефон:2; Email:2; Адрес:1,431,3,pdf
/home/termit/dataset/Прочее/apell.pdf,ФИО:38,38,4,pdf
/home/termit/dataset/Прочее/Sootv_mag_2025.pdf,ФИО:1008; Здоровье:27; Расовая/национальная принадлежность:11,1046,1,pdf
/home/termit/dataset/Прочее/100_bak.docx,ФИО:4,4,4,docx
/home/termit/dataset/Прочее/Филиал в Геленджике декларация на сайт 2016 г..xls,ФИО:25,25,4,xls
/home/termit/dataset/Прочее/pfhd_2023_02.pdf,ФИО:345; Телефон:1; Дата рождения:2; ИНН:1,349,3,pdf
/home/termit/dataset/Прочее/1.3.pdf,ФИО:192,192,3,pdf
/home/termit/dataset/Прочее/План создания МИП.pdf,ФИО:49; Дата рождения:2,51,3,pdf
/home/termit/dataset/Прочее/Svedeniya o dohodah.xls,ФИО:52,52,3,xls
/home/termit/dataset/Прочее/%D0%B0%D0%BD%D0%BA%D0%B5%D1%82%D0%B0.docx,ФИО:6,6,4,docx
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1%D0%9F1035-%D1%80%20HR.pdf,ФИО:39,39,4,pdf
/home/termit/dataset/Прочее/PROGRAMMA%20FESTIVAL.pdf,ФИО:440; Дата рождения:1; Адрес:2; Здоровье:1,444,1,pdf
/home/termit/dataset/Прочее/mc201308.pdf,ФИО:156; Email:23; Дата рождения:16; Здоровье:2,197,1,pdf
/home/termit/dataset/Прочее/gl_VI_P120-OD_reglament_PK.pdf,ФИО:275; Дата рождения:1,276,3,pdf
/home/termit/dataset/Прочее/2024%20Y%C4%B1l%C4%B1%20%C4%B0dare%20Faaliyet%20Raporu.pdf,Дата рождения:148,148,3,pdf
/home/termit/dataset/Прочее/Prog_stud_conf_Dec_es_2024_rus.pdf,ФИО:729; Адрес:1; Здоровье:4; Расовая/национальная принадлежность:7,741,1,pdf
/home/termit/dataset/Прочее/2.4_reg_comisia_etica_r2.pdf,Email:1; Дата рождения:2,3,4,pdf
/home/termit/dataset/Прочее/polozhenie-po-okazaniyu-situaczionnoj-pomoshhi-invalidam.pdf,ФИО:241,241,3,pdf
/home/termit/dataset/Прочее/5.2.5.pdf,ФИО:291; Дата рождения:2; Здоровье:3,296,1,pdf
/home/termit/dataset/Прочее/BCA_brochure_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/12.04.01_t.pdf,ФИО:105,105,3,pdf
/home/termit/dataset/Прочее/2.5.13.pdf,ФИО:377; Здоровье:12,389,1,pdf
/home/termit/dataset/Прочее/kol_vo_m_ino_dop.pdf,ФИО:25; Расовая/национальная принадлежность:2,27,1,pdf
/home/termit/dataset/Прочее/Prioritet_itogi.pdf,ФИО:241,241,3,pdf
/home/termit/dataset/Прочее/%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80_%D0%B8%D1%8E%D0%BB%D1%8C.docx,ФИО:180; Email:1; Дата рождения:2; Адрес:1; ИНН:2; Банковский счёт:6,192,2,docx
/home/termit/dataset/Прочее/Course%20syllabus_Methodology%20of%20Social%20Sciences%20and%20Humanities_2022.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/komp_teh.pdf,ФИО:15,15,4,pdf
/home/termit/dataset/Прочее/Реестровая выписка л_22.08.25.pdf,ФИО:723; Email:2; Адрес:32; ИНН:1; Здоровье:10; Расовая/национальная принадлежность:1,769,1,pdf
/home/termit/dataset/Прочее/QC3.pdf,Email:2,2,4,pdf
/home/termit/dataset/Прочее/STEM.pdf,ФИО:179,179,3,pdf
/home/termit/dataset/Прочее/UKS_Campus_Map_English.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/f1m24swvehna3obtnn9xofw2bff4emsq.pdf,ФИО:181; Дата рождения:1,182,3,pdf
/home/termit/dataset/Прочее/%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%80%D0%B5%D0%BA%D1%82%D0%BE%D1%80%D1%83.docx,ФИО:9,9,4,docx
/home/termit/dataset/Прочее/bpt_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/geo_inf.pdf,ФИО:168; Дата рождения:5; Здоровье:1,174,1,pdf
/home/termit/dataset/Прочее/MSC_DS_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/obsh_e.pdf,ФИО:118,118,3,pdf
/home/termit/dataset/Прочее/web_pril.pdf,ФИО:150; Здоровье:1,151,1,pdf
/home/termit/dataset/Прочее/4.1.3.pdf,ФИО:316; Здоровье:1,317,1,pdf
/home/termit/dataset/Прочее/gidrolog.pdf,ФИО:103,103,3,pdf
/home/termit/dataset/Прочее/Thesis_kruglii_stol.pdf,ФИО:381; Расовая/национальная принадлежность:8,389,1,pdf
/home/termit/dataset/Прочее/Реестровая выписка_29.05.29025.pdf,ФИО:85; Дата рождения:3; Адрес:1; ИНН:1,90,3,pdf
/home/termit/dataset/Прочее/himiya.pdf,ФИО:78,78,3,pdf
/home/termit/dataset/Прочее/mpharma_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/4.3.5.pdf,ФИО:213; Здоровье:3,216,1,pdf
/home/termit/dataset/Прочее/ПРАВИЛА%20ПОСЕЩЕНИЯ%20ООПТ%20ФЕДЕРАЛЬНОГО%20ЗНАЧЕНИЯ%20(2).pdf,ФИО:42; Дата рождения:3,45,4,pdf
/home/termit/dataset/Прочее/Prot3_11.03.2025.pdf,ФИО:204; Дата рождения:12; СНИЛС:130,346,2,pdf
/home/termit/dataset/Прочее/zhiv_cher.pdf,ФИО:211; Здоровье:1,212,1,pdf
/home/termit/dataset/Прочее/02.04.02.pdf,ФИО:168; Адрес:2; Здоровье:3,173,1,pdf
/home/termit/dataset/Прочее/osn_bio.pdf,ФИО:206; Здоровье:2,208,1,pdf
/home/termit/dataset/Прочее/rules_01_2025.pdf,ФИО:2230; Здоровье:2,2232,1,pdf
/home/termit/dataset/Прочее/Azov_conf-example.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/pedagogika.pdf,ФИО:136; Дата рождения:1,137,3,pdf
/home/termit/dataset/Прочее/Otchet_2013.pdf,ФИО:178; Расовая/национальная принадлежность:1,179,1,pdf
/home/termit/dataset/Прочее/%D0%9E%D1%82%D1%87%D0%B5%D1%82%20%D0%BE%20%D0%BA%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B5.docx,ФИО:5,5,4,docx
/home/termit/dataset/Прочее/82174ac3fa46f97441160bfa3b5fef76.pdf,ФИО:1061; Адрес:3,1064,3,pdf
/home/termit/dataset/Прочее/Декларация Махачкала.xls,ФИО:16,16,4,xls
/home/termit/dataset/Прочее/П247.pdf,ФИО:367; Дата рождения:9; Адрес:1; ИНН:1,378,3,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20sample_Territory%20branding.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/6b588aa921ec0008657cb728cfce508d.pdf,ФИО:1171; Адрес:5,1176,3,pdf
/home/termit/dataset/Прочее/Politika-PDN.pdf,ФИО:306; Дата рождения:2; Адрес:3,311,3,pdf
/home/termit/dataset/Прочее/Aula_Hispanica_rus_2015.pdf,ФИО:60; Адрес:6,66,3,pdf
/home/termit/dataset/Прочее/posih.pdf,ФИО:378; Адрес:1; Здоровье:1,380,1,pdf
/home/termit/dataset/Прочее/Prot2_20.02.2025.pdf,ФИО:300; Дата рождения:14; СНИЛС:190,504,2,pdf
/home/termit/dataset/Прочее/07.04.02.pdf,ФИО:151; Адрес:2; Расовая/национальная принадлежность:1,154,1,pdf
/home/termit/dataset/Прочее/BRADBOOK%202013-V13.pdf,ФИО:19,19,4,pdf
/home/termit/dataset/Прочее/mtech_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/CT_RB_2025.pdf,ФИО:43; Расовая/национальная принадлежность:2,45,1,pdf
/home/termit/dataset/Прочее/Анкета.docx,ФИО:2,2,4,docx
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1_712-%D1%80%20%D0%BE%D0%B1%D1%89%D0%B5%D0%B5%20%D1%81%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%90%D1%81%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D1%86%D0%B8%D0%B8.pdf,ФИО:20; Дата рождения:1,21,4,pdf
/home/termit/dataset/Прочее/mat_mod.pdf,ФИО:197; Здоровье:2,199,1,pdf
/home/termit/dataset/Прочее/osob_prava.pdf,ФИО:117,117,3,pdf
/home/termit/dataset/Прочее/66n.pdf,Дата рождения:16,16,4,pdf
/home/termit/dataset/Прочее/доп. об изменении цены_2ред.doc,ФИО:44; Email:1; Дата рождения:2; Адрес:1; ИНН:1; Банковский счёт:1; БИК:1,51,2,doc
/home/termit/dataset/Прочее/41.04.05.pdf,ФИО:284; Здоровье:1; Расовая/национальная принадлежность:1,286,1,pdf
/home/termit/dataset/Прочее/Prikaz-1846_Application1-Report.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/51.04.01.pdf,ФИО:329; Адрес:1; Здоровье:1; Религия/политика:2,333,1,pdf
/home/termit/dataset/Прочее/%D0%98%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%B2%20%D0%A3%D1%81%D1%82%D0%B0%D0%B2%20%D0%BE%D1%82%2024%20%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8F%202024.pdf,ФИО:10; Дата рождения:15,25,4,pdf
/home/termit/dataset/Прочее/sved_o_d_g_2017.xls,ФИО:24,24,4,xls
/home/termit/dataset/Прочее/ped_nach.pdf,ФИО:290; Расовая/национальная принадлежность:2,292,1,pdf
/home/termit/dataset/Прочее/режим%20работы%20и%20прейскурант-.pdf,ФИО:16,16,4,pdf
/home/termit/dataset/Прочее/UGC-Proforma.pdf,Email:5; Дата рождения:18,23,4,pdf
